altitude[km]	temperature[k]	pressure[hPa]	depth[mg/cm2]	density[mg/cm3]	ndensity[#/cm3]	Hydrogen[%mass]	Helium[%mass]	Oxygen[%mass]	Nitrogen[%mass]	Argon[%mass]
480.3	1289.24	7.53013e-09	2.08273e-06	1.21438e-12	4.22936e+07		0.00412432	0.203141	77.9753	21.8147	0.0027225
480.2	1289.24	7.54046e-09	2.09488e-06	1.21615e-12	4.23517e+07		0.00411866	0.202911	77.9615	21.8287	0.00272719
480.1	1289.24	7.55081e-09	2.10705e-06	1.21791e-12	4.24099e+07		0.00411301	0.20268	77.9476	21.8428	0.00273188
480	1289.24	7.56117e-09	2.11924e-06	1.21969e-12	4.24681e+07		0.00410736	0.20245	77.9338	21.8569	0.00273659
479.9	1289.23	7.57155e-09	2.13144e-06	1.22146e-12	4.25265e+07		0.00410172	0.20222	77.9199	21.871	0.0027413
479.8	1289.23	7.58194e-09	2.14367e-06	1.22324e-12	4.25849e+07		0.00409609	0.201991	77.906	21.8852	0.00274602
479.7	1289.23	7.59235e-09	2.15591e-06	1.22502e-12	4.26435e+07		0.00409046	0.201761	77.8921	21.8993	0.00275075
479.6	1289.23	7.60278e-09	2.16817e-06	1.2268e-12	4.27021e+07		0.00408485	0.201532	77.8782	21.9134	0.00275548
479.5	1289.23	7.61322e-09	2.18044e-06	1.22859e-12	4.27608e+07		0.00407924	0.201303	77.8643	21.9276	0.00276023
479.4	1289.22	7.62367e-09	2.19274e-06	1.23038e-12	4.28196e+07		0.00407363	0.201075	77.8504	21.9417	0.00276498
479.3	1289.22	7.63415e-09	2.20505e-06	1.23217e-12	4.28785e+07		0.00406803	0.200846	77.8365	21.9559	0.00276974
479.2	1289.22	7.64463e-09	2.21738e-06	1.23396e-12	4.29374e+07		0.00406244	0.200618	77.8225	21.97	0.0027745
479.1	1289.22	7.65513e-09	2.22973e-06	1.23576e-12	4.29965e+07		0.00405686	0.20039	77.8086	21.9842	0.00277928
479	1289.21	7.66565e-09	2.2421e-06	1.23756e-12	4.30556e+07		0.00405128	0.200162	77.7946	21.9984	0.00278406
478.9	1289.21	7.67619e-09	2.25448e-06	1.23937e-12	4.31149e+07		0.00404571	0.199934	77.7806	22.0126	0.00278885
478.8	1289.21	7.68674e-09	2.26688e-06	1.24117e-12	4.31742e+07		0.00404015	0.199707	77.7667	22.0268	0.00279365
478.7	1289.21	7.6973e-09	2.2793e-06	1.24298e-12	4.32336e+07		0.0040346	0.19948	77.7527	22.041	0.00279846
478.6	1289.21	7.70788e-09	2.29174e-06	1.24479e-12	4.32931e+07		0.00402905	0.199253	77.7387	22.0552	0.00280327
478.5	1289.2	7.71848e-09	2.3042e-06	1.24661e-12	4.33527e+07		0.0040235	0.199026	77.7247	22.0695	0.00280809
478.4	1289.2	7.72909e-09	2.31668e-06	1.24843e-12	4.34124e+07		0.00401797	0.1988	77.7107	22.0837	0.00281293
478.3	1289.2	7.73972e-09	2.32917e-06	1.25025e-12	4.34721e+07		0.00401244	0.198573	77.6966	22.098	0.00281777
478.2	1289.2	7.75036e-09	2.34168e-06	1.25207e-12	4.3532e+07		0.00400692	0.198347	77.6826	22.1122	0.00282261
478.1	1289.2	7.76102e-09	2.35421e-06	1.2539e-12	4.35919e+07		0.0040014	0.198122	77.6686	22.1265	0.00282747
478	1289.19	7.77169e-09	2.36676e-06	1.25573e-12	4.3652e+07		0.0039959	0.197896	77.6545	22.1408	0.00283233
477.9	1289.19	7.78239e-09	2.37932e-06	1.25756e-12	4.37121e+07		0.00399039	0.197671	77.6405	22.155	0.0028372
477.8	1289.19	7.79309e-09	2.39191e-06	1.25939e-12	4.37723e+07		0.0039849	0.197445	77.6264	22.1693	0.00284208
477.7	1289.19	7.80382e-09	2.40451e-06	1.26123e-12	4.38326e+07		0.00397941	0.197221	77.6123	22.1836	0.00284697
477.6	1289.19	7.81455e-09	2.41713e-06	1.26307e-12	4.3893e+07		0.00397393	0.196996	77.5982	22.1979	0.00285186
477.5	1289.18	7.82531e-09	2.42977e-06	1.26492e-12	4.39535e+07		0.00396846	0.196771	77.5841	22.2123	0.00285677
477.4	1289.18	7.83608e-09	2.44243e-06	1.26676e-12	4.40141e+07		0.00396299	0.196547	77.57	22.2266	0.00286168
477.3	1289.18	7.84687e-09	2.45511e-06	1.26861e-12	4.40747e+07		0.00395753	0.196323	77.5559	22.2409	0.0028666
477.2	1289.18	7.85767e-09	2.4678e-06	1.27047e-12	4.41355e+07		0.00395208	0.196099	77.5418	22.2553	0.00287153
477.1	1289.17	7.86849e-09	2.48052e-06	1.27232e-12	4.41963e+07		0.00394663	0.195875	77.5277	22.2696	0.00287646
477	1289.17	7.87933e-09	2.49325e-06	1.27418e-12	4.42572e+07		0.00394119	0.195652	77.5135	22.284	0.00288141
476.9	1289.17	7.89018e-09	2.506e-06	1.27604e-12	4.43183e+07		0.00393575	0.195429	77.4994	22.2984	0.00288636
476.8	1289.17	7.90105e-09	2.51877e-06	1.27791e-12	4.43794e+07		0.00393033	0.195206	77.4852	22.3128	0.00289132
476.7	1289.17	7.91193e-09	2.53156e-06	1.27977e-12	4.44406e+07		0.00392491	0.194983	77.471	22.3272	0.00289629
476.6	1289.16	7.92283e-09	2.54437e-06	1.28165e-12	4.45019e+07		0.00391949	0.19476	77.4569	22.3416	0.00290127
476.5	1289.16	7.93375e-09	2.55719e-06	1.28352e-12	4.45633e+07		0.00391409	0.194538	77.4427	22.356	0.00290625
476.4	1289.16	7.94468e-09	2.57004e-06	1.2854e-12	4.46248e+07		0.00390869	0.194316	77.4285	22.3704	0.00291125
476.3	1289.16	7.95563e-09	2.5829e-06	1.28728e-12	4.46864e+07		0.00390329	0.194094	77.4143	22.3848	0.00291625
476.2	1289.16	7.96659e-09	2.59578e-06	1.28916e-12	4.4748e+07		0.00389791	0.193872	77.4001	22.3992	0.00292126
476.1	1289.15	7.97758e-09	2.60868e-06	1.29104e-12	4.48098e+07		0.00389253	0.193651	77.3858	22.4137	0.00292628
476	1289.15	7.98857e-09	2.6216e-06	1.29293e-12	4.48716e+07		0.00388715	0.19343	77.3716	22.4282	0.00293131
475.9	1289.15	7.99959e-09	2.63454e-06	1.29482e-12	4.49336e+07		0.00388178	0.193209	77.3574	22.4426	0.00293634
475.8	1289.15	8.01062e-09	2.6475e-06	1.29672e-12	4.49956e+07		0.00387642	0.192988	77.3431	22.4571	0.00294139
475.7	1289.14	8.02167e-09	2.66048e-06	1.29862e-12	4.50577e+07		0.00387107	0.192767	77.3288	22.4716	0.00294644
475.6	1289.14	8.03273e-09	2.67347e-06	1.30052e-12	4.512e+07		0.00386572	0.192547	77.3146	22.4861	0.0029515
475.5	1289.14	8.04381e-09	2.68649e-06	1.30242e-12	4.51823e+07		0.00386038	0.192327	77.3003	22.5006	0.00295657
475.4	1289.14	8.05491e-09	2.69952e-06	1.30433e-12	4.52447e+07		0.00385505	0.192107	77.286	22.5151	0.00296164
475.3	1289.14	8.06602e-09	2.71257e-06	1.30624e-12	4.53072e+07		0.00384972	0.191887	77.2717	22.5296	0.00296673
475.2	1289.13	8.07715e-09	2.72565e-06	1.30815e-12	4.53698e+07		0.0038444	0.191667	77.2574	22.5441	0.00297182
475.1	1289.13	8.0883e-09	2.73874e-06	1.31007e-12	4.54325e+07		0.00383909	0.191448	77.2431	22.5586	0.00297693
475	1289.13	8.09946e-09	2.75185e-06	1.31199e-12	4.54953e+07		0.00383378	0.191229	77.2288	22.5732	0.00298204
474.9	1289.13	8.11064e-09	2.76498e-06	1.31391e-12	4.55581e+07		0.00382848	0.19101	77.2144	22.5877	0.00298716
474.8	1289.12	8.12184e-09	2.77813e-06	1.31584e-12	4.56211e+07		0.00382319	0.190791	77.2001	22.6023	0.00299229
474.7	1289.12	8.13305e-09	2.79129e-06	1.31776e-12	4.56842e+07		0.0038179	0.190573	77.1857	22.6169	0.00299742
474.6	1289.12	8.14428e-09	2.80448e-06	1.3197e-12	4.57473e+07		0.00381262	0.190355	77.1714	22.6315	0.00300257
474.5	1289.12	8.15553e-09	2.81769e-06	1.32163e-12	4.58106e+07		0.00380734	0.190137	77.157	22.646	0.00300772
474.4	1289.12	8.16679e-09	2.83091e-06	1.32357e-12	4.5874e+07		0.00380207	0.189919	77.1426	22.6606	0.00301288
474.3	1289.11	8.17808e-09	2.84416e-06	1.32551e-12	4.59374e+07		0.00379681	0.189701	77.1282	22.6753	0.00301805
474.2	1289.11	8.18937e-09	2.85742e-06	1.32745e-12	4.60009e+07		0.00379156	0.189484	77.1138	22.6899	0.00302323
474.1	1289.11	8.20069e-09	2.87071e-06	1.3294e-12	4.60646e+07		0.00378631	0.189267	77.0994	22.7045	0.00302842
474	1289.11	8.21202e-09	2.88401e-06	1.33135e-12	4.61283e+07		0.00378107	0.18905	77.085	22.7191	0.00303362
473.9	1289.1	8.22337e-09	2.89734e-06	1.3333e-12	4.61921e+07		0.00377583	0.188833	77.0706	22.7338	0.00303882
473.8	1289.1	8.23473e-09	2.91068e-06	1.33526e-12	4.62561e+07		0.0037706	0.188616	77.0561	22.7484	0.00304404
473.7	1289.1	8.24611e-09	2.92404e-06	1.33722e-12	4.63201e+07		0.00376538	0.1884	77.0417	22.7631	0.00304926
473.6	1289.1	8.25751e-09	2.93742e-06	1.33918e-12	4.63842e+07		0.00376016	0.188184	77.0272	22.7778	0.00305449
473.5	1289.09	8.26893e-09	2.95082e-06	1.34115e-12	4.64484e+07		0.00375496	0.187968	77.0128	22.7924	0.00305973
473.4	1289.09	8.28037e-09	2.96425e-06	1.34312e-12	4.65127e+07		0.00374975	0.187752	76.9983	22.8071	0.00306498
473.3	1289.09	8.29182e-09	2.97769e-06	1.34509e-12	4.65771e+07		0.00374455	0.187537	76.9838	22.8218	0.00307024
473.2	1289.09	8.30328e-09	2.99115e-06	1.34707e-12	4.66416e+07		0.00373937	0.187322	76.9693	22.8365	0.0030755
473.1	1289.09	8.31477e-09	3.00463e-06	1.34904e-12	4.67062e+07		0.00373418	0.187106	76.9548	22.8512	0.00308077
473	1289.08	8.32627e-09	3.01813e-06	1.35103e-12	4.67709e+07		0.003729	0.186892	76.9403	22.866	0.00308606
472.9	1289.08	8.33779e-09	3.03165e-06	1.35301e-12	4.68357e+07		0.00372383	0.186677	76.9258	22.8807	0.00309135
472.8	1289.08	8.34933e-09	3.04519e-06	1.355e-12	4.69006e+07		0.00371867	0.186462	76.9113	22.8954	0.00309665
472.7	1289.08	8.36088e-09	3.05875e-06	1.35699e-12	4.69656e+07		0.00371351	0.186248	76.8968	22.9102	0.00310196
472.6	1289.07	8.37245e-09	3.07233e-06	1.35899e-12	4.70307e+07		0.00370836	0.186034	76.8822	22.9249	0.00310728
472.5	1289.07	8.38404e-09	3.08593e-06	1.36098e-12	4.70958e+07		0.00370321	0.18582	76.8676	22.9397	0.00311261
472.4	1289.07	8.39565e-09	3.09955e-06	1.36298e-12	4.71611e+07		0.00369808	0.185607	76.8531	22.9545	0.00311794
472.3	1289.07	8.40727e-09	3.11319e-06	1.36499e-12	4.72265e+07		0.00369294	0.185393	76.8385	22.9693	0.00312329
472.2	1289.06	8.41891e-09	3.12685e-06	1.367e-12	4.7292e+07		0.00368782	0.18518	76.8239	22.9841	0.00312864
472.1	1289.06	8.43057e-09	3.14053e-06	1.36901e-12	4.73576e+07		0.0036827	0.184967	76.8093	22.9989	0.003134
472	1289.06	8.44225e-09	3.15423e-06	1.37102e-12	4.74232e+07		0.00367758	0.184755	76.7947	23.0137	0.00313937
471.9	1289.06	8.45394e-09	3.16795e-06	1.37304e-12	4.7489e+07		0.00367248	0.184542	76.7801	23.0285	0.00314475
471.8	1289.06	8.46565e-09	3.18169e-06	1.37506e-12	4.75549e+07		0.00366738	0.18433	76.7655	23.0433	0.00315014
471.7	1289.05	8.47738e-09	3.19545e-06	1.37708e-12	4.76208e+07		0.00366228	0.184118	76.7509	23.0582	0.00315554
471.6	1289.05	8.48912e-09	3.20923e-06	1.37911e-12	4.76869e+07		0.0036572	0.183906	76.7362	23.073	0.00316095
471.5	1289.05	8.50089e-09	3.22303e-06	1.38114e-12	4.77531e+07		0.00365211	0.183694	76.7216	23.0879	0.00316636
471.4	1289.05	8.51267e-09	3.23685e-06	1.38317e-12	4.78194e+07		0.00364704	0.183482	76.7069	23.1028	0.00317179
471.3	1289.04	8.52447e-09	3.2507e-06	1.38521e-12	4.78857e+07		0.00364197	0.183271	76.6923	23.1176	0.00317722
471.2	1289.04	8.53628e-09	3.26456e-06	1.38725e-12	4.79522e+07		0.00363691	0.18306	76.6776	23.1325	0.00318266
471.1	1289.04	8.54812e-09	3.27844e-06	1.38929e-12	4.80188e+07		0.00363185	0.182849	76.6629	23.1474	0.00318811
471	1289.04	8.55997e-09	3.29234e-06	1.39134e-12	4.80854e+07		0.0036268	0.182638	76.6482	23.1623	0.00319357
470.9	1289.03	8.57184e-09	3.30627e-06	1.39339e-12	4.81522e+07		0.00362176	0.182428	76.6335	23.1772	0.00319904
470.8	1289.03	8.58373e-09	3.32021e-06	1.39544e-12	4.82191e+07		0.00361672	0.182218	76.6188	23.1922	0.00320452
470.7	1289.03	8.59564e-09	3.33418e-06	1.3975e-12	4.8286e+07		0.00361169	0.182008	76.6041	23.2071	0.00321001
470.6	1289.03	8.60756e-09	3.34816e-06	1.39956e-12	4.83531e+07		0.00360666	0.181798	76.5894	23.222	0.00321551
470.5	1289.02	8.6195e-09	3.36217e-06	1.40162e-12	4.84203e+07		0.00360164	0.181588	76.5746	23.237	0.00322101
470.4	1289.02	8.63146e-09	3.37619e-06	1.40369e-12	4.84876e+07		0.00359663	0.181379	76.5599	23.2519	0.00322653
470.3	1289.02	8.64344e-09	3.39024e-06	1.40576e-12	4.8555e+07		0.00359162	0.181169	76.5451	23.2669	0.00323205
470.2	1289.02	8.65543e-09	3.40431e-06	1.40783e-12	4.86224e+07		0.00358663	0.180961	76.5303	23.2819	0.00323758
470.1	1289.01	8.66745e-09	3.4184e-06	1.40991e-12	4.869e+07		0.00358163	0.180752	76.5156	23.2969	0.00324313
470	1289.01	8.67948e-09	3.43251e-06	1.41199e-12	4.87577e+07		0.00357664	0.180543	76.5008	23.3119	0.00324868
469.9	1289.01	8.69153e-09	3.44664e-06	1.41407e-12	4.88255e+07		0.00357166	0.180335	76.486	23.3269	0.00325424
469.8	1289.01	8.7036e-09	3.46079e-06	1.41616e-12	4.88934e+07		0.00356669	0.180126	76.4712	23.3419	0.00325981
469.7	1289	8.71568e-09	3.47496e-06	1.41825e-12	4.89613e+07		0.00356172	0.179918	76.4564	23.3569	0.00326539
469.6	1289	8.72779e-09	3.48915e-06	1.42034e-12	4.90294e+07		0.00355676	0.179711	76.4415	23.3719	0.00327098
469.5	1289	8.73991e-09	3.50337e-06	1.42244e-12	4.90976e+07		0.0035518	0.179503	76.4267	23.387	0.00327657
469.4	1289	8.75205e-09	3.5176e-06	1.42454e-12	4.91659e+07		0.00354685	0.179296	76.4119	23.402	0.00328218
469.3	1288.99	8.76421e-09	3.53186e-06	1.42665e-12	4.92343e+07		0.0035419	0.179088	76.397	23.4171	0.0032878
469.2	1288.99	8.77639e-09	3.54614e-06	1.42875e-12	4.93028e+07		0.00353697	0.178882	76.3822	23.4321	0.00329342
469.1	1288.99	8.78858e-09	3.56043e-06	1.43086e-12	4.93714e+07		0.00353204	0.178675	76.3673	23.4472	0.00329905
469	1288.99	8.8008e-09	3.57475e-06	1.43298e-12	4.94401e+07		0.00352711	0.178468	76.3524	23.4623	0.0033047
468.9	1288.98	8.81303e-09	3.58909e-06	1.43509e-12	4.9509e+07		0.00352219	0.178262	76.3375	23.4774	0.00331035
468.8	1288.98	8.82528e-09	3.60345e-06	1.43722e-12	4.95779e+07		0.00351728	0.178056	76.3226	23.4925	0.00331601
468.7	1288.98	8.83755e-09	3.61784e-06	1.43934e-12	4.96469e+07		0.00351237	0.17785	76.3077	23.5076	0.00332168
468.6	1288.98	8.84984e-09	3.63224e-06	1.44147e-12	4.9716e+07		0.00350747	0.177644	76.2928	23.5227	0.00332737
468.5	1288.98	8.86215e-09	3.64667e-06	1.4436e-12	4.97853e+07		0.00350257	0.177438	76.2779	23.5378	0.00333306
468.4	1288.97	8.87447e-09	3.66111e-06	1.44573e-12	4.98546e+07		0.00349768	0.177233	76.263	23.553	0.00333876
468.3	1288.97	8.88682e-09	3.67558e-06	1.44787e-12	4.9924e+07		0.0034928	0.177028	76.248	23.5681	0.00334447
468.2	1288.97	8.89918e-09	3.69007e-06	1.45001e-12	4.99936e+07		0.00348793	0.176823	76.2331	23.5833	0.00335018
468.1	1288.96	8.91156e-09	3.70458e-06	1.45216e-12	5.00632e+07		0.00348306	0.176618	76.2181	23.5984	0.00335591
468	1288.96	8.92396e-09	3.71911e-06	1.45431e-12	5.0133e+07		0.00347819	0.176414	76.2031	23.6136	0.00336165
467.9	1288.96	8.93638e-09	3.73367e-06	1.45646e-12	5.02029e+07		0.00347333	0.176209	76.1881	23.6288	0.0033674
467.8	1288.96	8.94882e-09	3.74824e-06	1.45861e-12	5.02728e+07		0.00346848	0.176005	76.1732	23.644	0.00337315
467.7	1288.95	8.96127e-09	3.76284e-06	1.46077e-12	5.03429e+07		0.00346363	0.175801	76.1582	23.6592	0.00337892
467.6	1288.95	8.97374e-09	3.77746e-06	1.46294e-12	5.04131e+07		0.00345879	0.175597	76.1432	23.6744	0.00338469
467.5	1288.95	8.98624e-09	3.7921e-06	1.4651e-12	5.04834e+07		0.00345396	0.175394	76.1281	23.6896	0.00339048
467.4	1288.95	8.99875e-09	3.80676e-06	1.46727e-12	5.05538e+07		0.00344913	0.175191	76.1131	23.7048	0.00339627
467.3	1288.94	9.01128e-09	3.82144e-06	1.46944e-12	5.06243e+07		0.00344431	0.174987	76.0981	23.7201	0.00340207
467.2	1288.94	9.02383e-09	3.83615e-06	1.47162e-12	5.06948e+07		0.00343949	0.174785	76.083	23.7353	0.00340789
467.1	1288.94	9.0364e-09	3.85088e-06	1.4738e-12	5.07656e+07		0.00343468	0.174582	76.068	23.7506	0.00341371
467	1288.94	9.04899e-09	3.86563e-06	1.47598e-12	5.08364e+07		0.00342988	0.174379	76.0529	23.7658	0.00341954
466.9	1288.93	9.0616e-09	3.8804e-06	1.47817e-12	5.09073e+07		0.00342508	0.174177	76.0378	23.7811	0.00342538
466.8	1288.93	9.07422e-09	3.89519e-06	1.48036e-12	5.09784e+07		0.00342029	0.173975	76.0228	23.7964	0.00343124
466.7	1288.93	9.08687e-09	3.91e-06	1.48256e-12	5.10495e+07		0.0034155	0.173773	76.0077	23.8117	0.0034371
466.6	1288.93	9.09953e-09	3.92484e-06	1.48475e-12	5.11207e+07		0.00341072	0.173571	75.9926	23.827	0.00344297
466.5	1288.92	9.11221e-09	3.9397e-06	1.48696e-12	5.11921e+07		0.00340595	0.17337	75.9775	23.8423	0.00344885
466.4	1288.92	9.12492e-09	3.95458e-06	1.48916e-12	5.12636e+07		0.00340118	0.173168	75.9624	23.8576	0.00345474
466.3	1288.92	9.13764e-09	3.96948e-06	1.49137e-12	5.13352e+07		0.00339642	0.172967	75.9472	23.873	0.00346064
466.2	1288.92	9.15038e-09	3.98441e-06	1.49358e-12	5.14068e+07		0.00339166	0.172766	75.9321	23.8883	0.00346655
466.1	1288.91	9.16314e-09	3.99935e-06	1.4958e-12	5.14786e+07		0.00338691	0.172565	75.9169	23.9036	0.00347247
466	1288.91	9.17592e-09	4.01432e-06	1.49802e-12	5.15505e+07		0.00338217	0.172365	75.9018	23.919	0.0034784
465.9	1288.91	9.18872e-09	4.02931e-06	1.50024e-12	5.16225e+07		0.00337743	0.172165	75.8866	23.9343	0.00348434
465.8	1288.91	9.20154e-09	4.04433e-06	1.50247e-12	5.16947e+07		0.0033727	0.171964	75.8715	23.9497	0.00349028
465.7	1288.9	9.21437e-09	4.05936e-06	1.5047e-12	5.17669e+07		0.00336797	0.171765	75.8563	23.9651	0.00349624
465.6	1288.9	9.22723e-09	4.07442e-06	1.50693e-12	5.18392e+07		0.00336325	0.171565	75.8411	23.9805	0.00350221
465.5	1288.9	9.24011e-09	4.0895e-06	1.50917e-12	5.19117e+07		0.00335853	0.171365	75.8259	23.9959	0.00350819
465.4	1288.9	9.25301e-09	4.10461e-06	1.51141e-12	5.19842e+07		0.00335383	0.171166	75.8107	24.0113	0.00351418
465.3	1288.89	9.26592e-09	4.11973e-06	1.51365e-12	5.20569e+07		0.00334912	0.170967	75.7954	24.0267	0.00352017
465.2	1288.89	9.27886e-09	4.13488e-06	1.5159e-12	5.21297e+07		0.00334443	0.170768	75.7802	24.0421	0.00352618
465.1	1288.89	9.29181e-09	4.15005e-06	1.51815e-12	5.22026e+07		0.00333974	0.170569	75.765	24.0576	0.0035322
465	1288.88	9.30479e-09	4.16524e-06	1.52041e-12	5.22756e+07		0.00333505	0.17037	75.7497	24.073	0.00353822
464.9	1288.88	9.31778e-09	4.18046e-06	1.52267e-12	5.23487e+07		0.00333037	0.170172	75.7345	24.0885	0.00354426
464.8	1288.88	9.3308e-09	4.19569e-06	1.52493e-12	5.24219e+07		0.0033257	0.169974	75.7192	24.1039	0.00355031
464.7	1288.88	9.34383e-09	4.21096e-06	1.5272e-12	5.24952e+07		0.00332103	0.169776	75.7039	24.1194	0.00355636
464.6	1288.87	9.35688e-09	4.22624e-06	1.52947e-12	5.25687e+07		0.00331637	0.169578	75.6887	24.1349	0.00356243
464.5	1288.87	9.36995e-09	4.24154e-06	1.53174e-12	5.26422e+07		0.00331171	0.169381	75.6734	24.1504	0.00356851
464.4	1288.87	9.38305e-09	4.25687e-06	1.53402e-12	5.27159e+07		0.00330706	0.169183	75.6581	24.1659	0.00357459
464.3	1288.87	9.39616e-09	4.27223e-06	1.5363e-12	5.27897e+07		0.00330242	0.168986	75.6427	24.1814	0.00358069
464.2	1288.86	9.40929e-09	4.2876e-06	1.53859e-12	5.28636e+07		0.00329778	0.168789	75.6274	24.1969	0.0035868
464.1	1288.86	9.42244e-09	4.303e-06	1.54088e-12	5.29376e+07		0.00329315	0.168592	75.6121	24.2124	0.00359291
464	1288.86	9.43562e-09	4.31842e-06	1.54317e-12	5.30117e+07		0.00328852	0.168396	75.5968	24.228	0.00359904
463.9	1288.85	9.44881e-09	4.33386e-06	1.54547e-12	5.30859e+07		0.0032839	0.168199	75.5814	24.2435	0.00360518
463.8	1288.85	9.46202e-09	4.34933e-06	1.54777e-12	5.31603e+07		0.00327928	0.168003	75.566	24.2591	0.00361132
463.7	1288.85	9.47525e-09	4.36482e-06	1.55007e-12	5.32347e+07		0.00327468	0.167807	75.5507	24.2746	0.00361748
463.6	1288.85	9.48851e-09	4.38033e-06	1.55238e-12	5.33093e+07		0.00327007	0.167611	75.5353	24.2902	0.00362365
463.5	1288.84	9.50178e-09	4.39586e-06	1.55469e-12	5.3384e+07		0.00326547	0.167415	75.5199	24.3058	0.00362982
463.4	1288.84	9.51507e-09	4.41142e-06	1.55701e-12	5.34588e+07		0.00326088	0.16722	75.5045	24.3214	0.00363601
463.3	1288.84	9.52839e-09	4.427e-06	1.55933e-12	5.35337e+07		0.00325629	0.167025	75.4891	24.337	0.00364221
463.2	1288.84	9.54172e-09	4.44261e-06	1.56165e-12	5.36087e+07		0.00325172	0.16683	75.4737	24.3526	0.00364842
463.1	1288.83	9.55507e-09	4.45824e-06	1.56398e-12	5.36839e+07		0.00324714	0.166635	75.4583	24.3682	0.00365463
463	1288.83	9.56845e-09	4.47389e-06	1.56631e-12	5.37591e+07		0.00324257	0.16644	75.4429	24.3838	0.00366086
462.9	1288.83	9.58184e-09	4.48956e-06	1.56864e-12	5.38345e+07		0.00323801	0.166246	75.4274	24.3994	0.0036671
462.8	1288.82	9.59526e-09	4.50526e-06	1.57098e-12	5.391e+07		0.00323345	0.166051	75.412	24.4151	0.00367335
462.7	1288.82	9.60869e-09	4.52098e-06	1.57332e-12	5.39856e+07		0.0032289	0.165857	75.3965	24.4307	0.00367961
462.6	1288.82	9.62215e-09	4.53673e-06	1.57567e-12	5.40613e+07		0.00322435	0.165664	75.381	24.4464	0.00368588
462.5	1288.82	9.63562e-09	4.5525e-06	1.57802e-12	5.41371e+07		0.00321981	0.16547	75.3656	24.4621	0.00369215
462.4	1288.81	9.64912e-09	4.56829e-06	1.58037e-12	5.42131e+07		0.00321528	0.165276	75.3501	24.4777	0.00369844
462.3	1288.81	9.66264e-09	4.5841e-06	1.58273e-12	5.42891e+07		0.00321075	0.165083	75.3346	24.4934	0.00370474
462.2	1288.81	9.67617e-09	4.59994e-06	1.58509e-12	5.43653e+07		0.00320623	0.16489	75.3191	24.5091	0.00371105
462.1	1288.81	9.68973e-09	4.61581e-06	1.58746e-12	5.44416e+07		0.00320171	0.164697	75.3036	24.5248	0.00371737
462	1288.8	9.70331e-09	4.63169e-06	1.58983e-12	5.4518e+07		0.0031972	0.164504	75.288	24.5405	0.0037237
461.9	1288.8	9.71691e-09	4.6476e-06	1.5922e-12	5.45945e+07		0.00319269	0.164312	75.2725	24.5563	0.00373004
461.8	1288.8	9.73053e-09	4.66354e-06	1.59458e-12	5.46712e+07		0.00318819	0.164119	75.2569	24.572	0.0037364
461.7	1288.79	9.74417e-09	4.67949e-06	1.59696e-12	5.47479e+07		0.0031837	0.163927	75.2414	24.5877	0.00374276
461.6	1288.79	9.75783e-09	4.69547e-06	1.59934e-12	5.48248e+07		0.00317921	0.163735	75.2258	24.6035	0.00374913
461.5	1288.79	9.77151e-09	4.71148e-06	1.60173e-12	5.49018e+07		0.00317472	0.163543	75.2103	24.6193	0.00375551
461.4	1288.79	9.78522e-09	4.72751e-06	1.60412e-12	5.49789e+07		0.00317024	0.163352	75.1947	24.635	0.00376191
461.3	1288.78	9.79894e-09	4.74356e-06	1.60652e-12	5.50562e+07		0.00316577	0.16316	75.1791	24.6508	0.00376831
461.2	1288.78	9.81269e-09	4.75964e-06	1.60892e-12	5.51335e+07		0.00316131	0.162969	75.1635	24.6666	0.00377472
461.1	1288.78	9.82645e-09	4.77574e-06	1.61132e-12	5.5211e+07		0.00315684	0.162778	75.1479	24.6824	0.00378115
461	1288.77	9.84024e-09	4.79187e-06	1.61373e-12	5.52886e+07		0.00315239	0.162587	75.1323	24.6982	0.00378758
460.9	1288.77	9.85405e-09	4.80802e-06	1.61614e-12	5.53663e+07		0.00314794	0.162397	75.1166	24.714	0.00379403
460.8	1288.77	9.86788e-09	4.82419e-06	1.61856e-12	5.54441e+07		0.00314349	0.162206	75.101	24.7298	0.00380048
460.7	1288.77	9.88172e-09	4.84039e-06	1.62098e-12	5.5522e+07		0.00313906	0.162016	75.0854	24.7457	0.00380695
460.6	1288.76	9.8956e-09	4.85661e-06	1.62341e-12	5.56001e+07		0.00313462	0.161826	75.0697	24.7615	0.00381343
460.5	1288.76	9.90949e-09	4.87286e-06	1.62583e-12	5.56783e+07		0.0031302	0.161636	75.0541	24.7774	0.00381991
460.4	1288.76	9.9234e-09	4.88913e-06	1.62827e-12	5.57566e+07		0.00312577	0.161446	75.0384	24.7932	0.00382641
460.3	1288.75	9.93734e-09	4.90542e-06	1.6307e-12	5.5835e+07		0.00312136	0.161257	75.0227	24.8091	0.00383292
460.2	1288.75	9.95129e-09	4.92174e-06	1.63314e-12	5.59135e+07		0.00311695	0.161068	75.007	24.825	0.00383944
460.1	1288.75	9.96527e-09	4.93808e-06	1.63559e-12	5.59922e+07		0.00311254	0.160879	74.9913	24.8409	0.00384597
460	1288.75	9.97927e-09	4.95445e-06	1.63803e-12	5.6071e+07		0.00310814	0.16069	74.9756	24.8567	0.00385251
459.9	1288.74	9.99329e-09	4.97084e-06	1.64049e-12	5.61499e+07		0.00310375	0.160501	74.9599	24.8727	0.00385906
